Filename,Participant,Label,Audio,delighted,dysregulated,frustrated,request,selftalk,social
200126_2142_00-16-20.15--00-16-22.28.wav,P01,dysregulated,[0.03344727 0.03024292 0.03596497 ... 0.02882385 0.02197266 0.01631165],False,True,False,False,False,False
200126_2142_00-14-02.66--00-14-04.874.wav,P01,dysregulated,[0.02804565 0.03561401 0.04139709 ... 0.1967926  0.2115326  0.22610474],False,True,False,False,False,False
200126_2142_00-06-08.632--00-06-09.693.wav,P01,dysregulated,"[-0.11950684 -0.11750793 -0.14268494 ... -0.00904846 -0.00502014
  0.0188446 ]",False,True,False,False,False,False
200126_2142_00-18-44.81--00-18-45.56.wav,P01,dysregulated,"[-0.30363464 -0.29992676 -0.2925415  ...  0.12832642  0.12774658
  0.12582397]",False,True,False,False,False,False
200126_2142_00-18-53.59--00-18-56.2.wav,P01,dysregulated,"[-0.00083923 -0.00108337 -0.00212097 ...  0.06492615  0.0532074
  0.04312134]",False,True,False,False,False,False
200126_2142_00-06-21.42--00-06-22.19.wav,P01,dysregulated,"[-0.0043335  -0.00242615 -0.00469971 ... -0.10488892 -0.09483337
 -0.07962036]",False,True,False,False,False,False
200126_2142_00-02-22.47--00-02-23.43.wav,P01,dysregulated,"[-0.07048035 -0.08229065 -0.07551575 ... -0.05149841 -0.0471344
 -0.0408783 ]",False,True,False,False,False,False
200126_2142_00-08-41.5--00-08-42.25.wav,P01,dysregulated,"[-0.00241089  0.00382996  0.00643921 ... -0.068573   -0.07595825
 -0.08155823]",False,True,False,False,False,False
200126_2142_00-09-47.74--00-09-49.65.wav,P01,dysregulated,"[-0.01246643 -0.02346802 -0.03637695 ...  0.0824585   0.06011963
  0.03108215]",False,True,False,False,False,False
200126_2142_00-04-10.44--00-04-11.79.wav,P01,dysregulated,"[-0.3826599  -0.404953   -0.42546082 ...  0.06192017  0.1552124
  0.19396973]",False,True,False,False,False,False
200126_2142_00-17-09.599--00-17-11.2.wav,P01,dysregulated,"[-0.01493835  0.00041199  0.02381897 ...  0.17248535  0.16383362
  0.14393616]",False,True,False,False,False,False
200126_2142_00-03-53.42--00-03-55.7.wav,P01,dysregulated,"[-0.00175476 -0.00389099 -0.01351929 ...  0.24757385  0.25764465
  0.2662201 ]",False,True,False,False,False,False
200126_2142_00-15-36.76--00-15-39.33.wav,P01,dysregulated,"[-0.00360107  0.01217651  0.0300293  ...  0.02357483  0.01856995
  0.01313782]",False,True,False,False,False,False
200126_2142_00-16-22.81--00-16-23.66.wav,P01,dysregulated,"[ 0.0090332   0.0065155   0.00738525 ... -0.09951782 -0.08802795
 -0.07621765]",False,True,False,False,False,False
200126_2142_00-13-42.57--00-13-43.57.wav,P01,dysregulated,"[-0.08067322 -0.07417297 -0.06468201 ...  0.25585938  0.25761414
  0.25756836]",False,True,False,False,False,False
200126_2142_00-11-13.31--00-11-16.68.wav,P01,dysregulated,"[-0.02520752 -0.03475952 -0.03894043 ... -0.25769043 -0.2616577
 -0.26741028]",False,True,False,False,False,False
200126_2142_00-16-03.918--00-16-04.221.wav,P01,dysregulated,"[-0.07260132 -0.07496643 -0.07525635 ... -0.14892578 -0.14964294
 -0.14961243]",False,True,False,False,False,False
200126_2142_00-19-28.31--00-19-33.01.wav,P01,dysregulated,"[ 0.04544067  0.04606628  0.04624939 ... -0.20158386 -0.23658752
 -0.26589966]",False,True,False,False,False,False
200126_2142_00-04-25.72--00-04-27.22.wav,P01,dysregulated,"[-0.0124054  -0.00952148 -0.00601196 ... -0.21679688 -0.20367432
 -0.19166565]",False,True,False,False,False,False
200126_2142_00-14-05.709--00-14-06.796.wav,P01,dysregulated,"[-0.00146484 -0.00218201 -0.00248718 ... -0.00491333 -0.00698853
 -0.01322937]",False,True,False,False,False,False
200126_2142_00-09-33.55--00-09-34.5.wav,P01,dysregulated,"[-0.01887512 -0.01931763 -0.02662659 ... -0.20181274 -0.21522522
 -0.22116089]",False,True,False,False,False,False
200126_2142_00-11-28.16--00-11-29.49.wav,P01,dysregulated,"[-0.00971985 -0.01147461 -0.01205444 ... -0.09294128 -0.11199951
 -0.13909912]",False,True,False,False,False,False
200126_2142_00-23-41.24--00-23-42.11.wav,P01,dysregulated,"[ 0.00550842  0.00520325 -0.0032959  ...  0.05363464  0.06837463
  0.08293152]",False,True,False,False,False,False
200126_2142_00-13-47.35--00-13-48.86.wav,P01,dysregulated,"[ 0.03294373  0.03388977  0.0375061  ... -0.22792053 -0.23330688
 -0.24087524]",False,True,False,False,False,False
200126_2142_00-13-40.47--00-13-41.93.wav,P01,dysregulated,"[ 0.04830933  0.04943848  0.05221558 ... -0.16012573 -0.16316223
 -0.1660614 ]",False,True,False,False,False,False
200126_2142_00-06-29.27--00-06-30.34.wav,P01,dysregulated,[0.0168457  0.01672363 0.01428223 ... 0.01431274 0.01724243 0.01928711],False,True,False,False,False,False
200126_2142_00-23-38.03--00-23-38.91.wav,P01,dysregulated,"[ 0.01913452  0.02131653  0.0218811  ... -0.0849762  -0.08354187
 -0.0821228 ]",False,True,False,False,False,False
200126_2142_00-18-59.45--00-19-00.37499.wav,P01,dysregulated,"[-0.0307312  -0.0382843  -0.04205322 ... -0.1459961  -0.13864136
 -0.1262207 ]",False,True,False,False,False,False
200126_2142_00-00-20.57--00-00-22.81.wav,P01,dysregulated,"[ 0.01499939  0.01473999  0.0211792  ... -0.07678223 -0.07470703
 -0.07366943]",False,True,False,False,False,False
200306_2047_00-02-02.25--00-02-04.038.wav,P01,frustrated,"[-0.00349583 -0.00088475  0.00164002 ... -0.02139576 -0.02762136
 -0.03220694]",False,False,True,False,False,False
200112_1235_00-23-45.04--00-23-46.09.wav,P01,frustrated,"[-0.04891968 -0.05838013 -0.06640625 ... -0.00543213 -0.00306702
 -0.00338745]",False,False,True,False,False,False
200302_2156_00-04-35.74--00-04-36.62.wav,P01,frustrated,"[-0.00195312 -0.00292969 -0.00317383 ... -0.0269165  -0.02560425
 -0.02528381]",False,False,True,False,False,False
200306_2047_00-04-10.4--00-04-13.75.wav,P01,frustrated,[0.00376892 0.00553894 0.00544739 ... 0.03347778 0.03636169 0.03997803],False,False,True,False,False,False
200229_2156_00-05-39.75--00-05-41.24.wav,P01,frustrated,[0.04747009 0.04873657 0.04968262 ... 0.02049255 0.01437378 0.00830078],False,False,True,False,False,False
200302_2204_00-00-03.068--00-00-03.91.wav,P01,frustrated,[0.04272461 0.04270935 0.04350281 ... 0.06027222 0.0602417  0.06008911],False,False,True,False,False,False
200302_2156_00-03-30.49--00-03-32.51.wav,P01,frustrated,"[-0.02333069 -0.03114319 -0.02302551 ...  0.0160675   0.0188446
  0.01507568]",False,False,True,False,False,False
200302_2156_00-03-36.27--00-03-37.73.wav,P01,frustrated,"[ 0.00177002  0.00144958 -0.0015564  ...  0.01145935  0.00360107
 -0.00332642]",False,False,True,False,False,False
200229_2156_00-04-58.98--00-04-59.72.wav,P01,frustrated,"[ 0.01042175  0.0059967   0.00090027 ...  0.00537109  0.00202942
 -0.00032043]",False,False,True,False,False,False
200302_2203_00-00-03.992--00-00-06.2699.wav,P01,frustrated,"[ 0.00392151  0.00222778  0.0038147  ... -0.03865051 -0.04005432
 -0.04127502]",False,False,True,False,False,False
200302_2156_00-06-05.617--00-06-07.357.wav,P01,frustrated,[0.05734253 0.07151794 0.04618835 ... 0.04019165 0.03582764 0.03277588],False,False,True,False,False,False
200229_2156_00-08-01.665--00-08-03.284.wav,P01,frustrated,"[-0.0071106  -0.00773621 -0.00802612 ... -0.00689697 -0.00260925
  0.00154114]",False,False,True,False,False,False
200309_2035_00-07-21.02--00-07-22.54.wav,P01,frustrated,"[-0.00376892 -0.00276184 -0.00187683 ...  0.03192139  0.03100586
  0.02906799]",False,False,True,False,False,False
200229_2156_00-05-11.62--00-05-12.94.wav,P01,frustrated,[0.00547791 0.01255798 0.01997375 ... 0.0561676  0.05638123 0.05619812],False,False,True,False,False,False
200306_2047_00-00-43.86--00-00-44.9.wav,P01,frustrated,"[-0.02210999 -0.01637268 -0.00898743 ...  0.02478027  0.02415466
  0.02189636]",False,False,True,False,False,False
200302_2156_00-02-26.36--00-02-27.74.wav,P01,frustrated,"[-0.00193787  0.00219727  0.0068512  ...  0.01408386  0.01391602
  0.01417542]",False,False,True,False,False,False
200306_2047_00-02-16.12--00-02-20.12.wav,P01,frustrated,"[-0.00590515 -0.00473022 -0.00291443 ...  0.02445984  0.02619934
  0.03013611]",False,False,True,False,False,False
200306_2047_00-00-58.74--00-01-00.06.wav,P01,frustrated,"[ 0.01704407  0.01565552  0.00952148 ... -0.11096191 -0.10215759
 -0.0753479 ]",False,False,True,False,False,False
200306_2047_00-02-32.73--00-02-35.48.wav,P01,frustrated,"[ 0.00013733 -0.00038147 -0.00134277 ... -0.03657532 -0.04226685
 -0.04779053]",False,False,True,False,False,False
200306_2047_00-00-22.42--00-00-23.56.wav,P01,frustrated,[0.00268555 0.00135803 0.00090027 ... 0.00080872 0.00305176 0.00471497],False,False,True,False,False,False
200302_2156_00-06-02.013--00-06-03.194.wav,P01,frustrated,"[ 0.11677551  0.14228821  0.12826538 ...  0.04116821  0.00086975
 -0.04415894]",False,False,True,False,False,False
200302_2204_00-00-09.856--00-00-10.75.wav,P01,frustrated,[0.04127502 0.04042053 0.03387451 ... 0.02297974 0.0178833  0.01316833],False,False,True,False,False,False
200306_2047_00-04-25.47--00-04-27.17.wav,P01,frustrated,[0.04656982 0.04350281 0.0411377  ... 0.01261902 0.01301575 0.01271057],False,False,True,False,False,False
200302_2203_00-00-00.43413--00-00-01.5711.wav,P01,frustrated,"[ 0.03366089  0.03643799  0.03874207 ... -0.02809143 -0.00752258
  0.00820923]",False,False,True,False,False,False
200306_2047_00-05-00.208--00-05-04.286.wav,P01,frustrated,"[-4.8828125e-04  1.5258789e-05  1.4343262e-03 ...  4.8767090e-02
  4.6524048e-02  4.1244507e-02]",False,False,True,False,False,False
200302_2156_00-00-40.25--00-00-41.64.wav,P01,frustrated,"[-0.05018616 -0.05024719 -0.05039978 ...  0.00906372  0.00810242
  0.0075531 ]",False,False,True,False,False,False
200302_2156_00-05-08.187--00-05-09.9.wav,P01,frustrated,"[-0.01676941 -0.02366638  0.00561523 ... -0.05857849 -0.0479126
 -0.03213501]",False,False,True,False,False,False
200302_2156_00-00-34.71--00-00-35.11.wav,P01,frustrated,"[-0.02519226 -0.0243988  -0.02285767 ... -0.00097656 -0.00358582
 -0.00299072]",False,False,True,False,False,False
200302_2156_00-03-44.25--00-03-44.88.wav,P01,frustrated,"[-0.01568604 -0.0581665  -0.07295227 ...  0.01210022 -0.00379944
 -0.01237488]",False,False,True,False,False,False
200306_2047_00-04-57.29--00-04-59.03.wav,P01,frustrated,"[-0.00927734 -0.00935364 -0.0090332  ... -0.02516174 -0.02603149
 -0.02844238]",False,False,True,False,False,False
200302_2156_00-02-23.97--00-02-25.85.wav,P01,frustrated,"[-0.03138733 -0.0189209  -0.00759888 ...  0.06648254  0.05659485
  0.04594421]",False,False,True,False,False,False
200309_2035_00-07-09.486--00-07-09.875.wav,P01,frustrated,"[-0.00097656 -0.0090332  -0.01318359 ...  0.01132202  0.01164246
  0.01231384]",False,False,True,False,False,False
200309_2035_00-07-00.0059864--00-07-01.543.wav,P01,frustrated,"[-0.00061035 -0.00050354 -0.00099182 ... -0.00422668 -0.01249695
 -0.02113342]",False,False,True,False,False,False
200229_2156_00-07-58.97--00-08-00.95499.wav,P01,frustrated,"[ 0.01011658  0.00816345  0.00646973 ... -0.02308655 -0.02313232
 -0.02345276]",False,False,True,False,False,False
200306_2047_00-00-47.12--00-00-47.87.wav,P01,frustrated,"[ 0.02830505  0.02592468  0.02508545 ... -0.00088501 -0.00349426
 -0.00614929]",False,False,True,False,False,False
200229_2156_00-04-53.57--00-04-55.08.wav,P01,frustrated,"[-0.13085938 -0.12184143 -0.11161804 ...  0.00874329  0.00364685
 -0.00169373]",False,False,True,False,False,False
200302_2203_00-00-03.6905--00-00-05.5584.wav,P01,frustrated,"[ 0.00141907  0.00590515  0.00447083 ... -0.03094482 -0.02812195
 -0.02624512]",False,False,True,False,False,False
200306_2047_00-00-01.377--00-00-03.524.wav,P01,frustrated,"[-0.00152588 -0.00187683 -0.00100708 ... -0.00248718 -0.00292969
 -0.00227356]",False,False,True,False,False,False
200306_2047_00-01-32.18--00-01-32.74.wav,P01,frustrated,"[-0.00169373  0.03759766  0.06112671 ...  0.03155518  0.02511597
  0.00720215]",False,False,True,False,False,False
200306_2047_00-04-27.96--00-04-29.5.wav,P01,frustrated,"[ 0.00262451  0.00297546  0.0030365  ... -0.03662109 -0.03704834
 -0.03613281]",False,False,True,False,False,False
200306_2047_00-04-23.49--00-04-24.42.wav,P01,frustrated,"[ 0.0276947   0.02436829  0.02072144 ... -0.03877258 -0.0423584
 -0.04537964]",False,False,True,False,False,False
200302_2156_00-05-21.91--00-05-23.8.wav,P01,frustrated,[0.02988717 0.05531824 0.06306517 ... 0.01550465 0.03152719 0.05286901],False,False,True,False,False,False
200306_2047_00-04-44.97--00-04-46.72.wav,P01,frustrated,"[-0.00239563 -0.00184631 -0.0014801  ...  0.02537537  0.02844238
  0.029953  ]",False,False,True,False,False,False
200302_2156_00-05-58.2--00-06-01.508.wav,P01,frustrated,[0.00608826 0.00442505 0.00379944 ... 0.69711304 0.8022766  0.84898376],False,False,True,False,False,False
200229_2156_00-06-09.567--00-06-11.09.wav,P01,frustrated,"[ 0.00210571 -0.01741028 -0.025177   ... -0.05795288 -0.06166077
 -0.04699707]",False,False,True,False,False,False
200302_2203_00-00-04.141--00-00-06.068.wav,P01,frustrated,"[-0.01753235 -0.02174377 -0.02366638 ...  0.02449036  0.02651978
  0.02676392]",False,False,True,False,False,False
200306_2047_00-02-26.17--00-02-27.11.wav,P01,frustrated,"[-0.00500488 -0.00473022 -0.00480652 ...  0.01071167  0.01283264
  0.01599121]",False,False,True,False,False,False
200229_2156_00-04-39.41--00-04-40.63.wav,P01,frustrated,"[ 0.02507019  0.02203369  0.01911926 ... -0.01075745 -0.01402283
 -0.01760864]",False,False,True,False,False,False
200229_2156_00-06-07.531--00-06-08.326.wav,P01,frustrated,[0.03874207 0.06089783 0.06182861 ... 0.11701965 0.2599182  0.2855835 ],False,False,True,False,False,False
200306_2047_00-01-13.59--00-01-16.69.wav,P01,frustrated,[0.00259399 0.00212097 0.00140381 ... 0.01712036 0.01757812 0.01649475],False,False,True,False,False,False
200306_2047_00-02-58.42--00-02-58.91.wav,P01,frustrated,"[ 0.0038147   0.00628662  0.01106262 ...  0.0112915  -0.01203918
 -0.02537537]",False,False,True,False,False,False
200302_2156_00-04-31.18--00-04-32.1.wav,P01,frustrated,"[-0.0135498  -0.01364136 -0.01049805 ... -0.00706482  0.0096283
  0.0140686 ]",False,False,True,False,False,False
200309_2035_00-07-23.21--00-07-24.14.wav,P01,frustrated,[0.00286865 0.00245667 0.00205994 ... 0.02578735 0.03065491 0.03250122],False,False,True,False,False,False
200306_2047_00-01-58.46--00-02-01.85.wav,P01,frustrated,[0.00420794 0.00730455 0.00879352 ... 0.00775772 0.00865325 0.00889063],False,False,True,False,False,False
200306_2047_00-02-44.96--00-02-47.25.wav,P01,frustrated,"[ 0.01654053  0.01828003  0.01515198 ... -0.00680542 -0.00985718
 -0.01220703]",False,False,True,False,False,False
200302_2203_00-00-03.9946--00-00-06.0716.wav,P01,frustrated,[0.16320801 0.15536499 0.14834595 ... 0.00447083 0.00727844 0.01028442],False,False,True,False,False,False
200306_2047_00-04-47.54--00-04-48.73.wav,P01,frustrated,[0.00732422 0.0100708  0.01266479 ... 0.05249023 0.04623413 0.04048157],False,False,True,False,False,False
200302_2156_00-06-08.407--00-06-10.38.wav,P01,frustrated,"[-0.00968933 -0.0071106  -0.00453186 ... -0.05137634 -0.05000305
 -0.04916382]",False,False,True,False,False,False
200306_2047_00-01-49.94--00-01-57.27.wav,P01,frustrated,"[ 0.00135803  0.00160217  0.00132751 ... -0.02964783 -0.0401001
 -0.04727173]",False,False,True,False,False,False
200309_2035_00-07-25.03--00-07-26.33.wav,P01,frustrated,[0.04566956 0.05670166 0.06636047 ... 0.00823975 0.012146   0.01596069],False,False,True,False,False,False
200306_2047_00-00-42.57--00-00-43.19.wav,P01,frustrated,[0.02653503 0.03935242 0.04200745 ... 0.00801086 0.01097107 0.01409912],False,False,True,False,False,False
200229_2156_00-05-37.83--00-05-39.07.wav,P01,frustrated,"[-0.1663971  -0.17887878 -0.1912384  ...  0.03681946  0.03225708
  0.02618408]",False,False,True,False,False,False
200302_2156_00-04-00.50499--00-04-01.402.wav,P01,frustrated,"[ 0.02436829  0.06080627  0.06221008 ...  0.01112366 -0.02404785
 -0.04522705]",False,False,True,False,False,False
200229_2156_00-05-46.68--00-05-47.95.wav,P01,frustrated,[0.07244873 0.09941101 0.12063599 ... 0.01797485 0.0218811  0.02661133],False,False,True,False,False,False
200306_2047_00-04-54.51--00-04-56.64.wav,P01,frustrated,"[ 0.00123596  0.00144958  0.00126648 ... -0.02555847 -0.02217102
 -0.02166748]",False,False,True,False,False,False
200306_2047_00-04-31.22--00-04-32.25.wav,P01,frustrated,"[ 0.00541687  0.00564575  0.00559998 ... -0.03010559 -0.0300293
 -0.0302124 ]",False,False,True,False,False,False
200302_2156_00-04-24.98--00-04-26.29.wav,P01,frustrated,"[-0.04507446 -0.04093933 -0.03379822 ... -0.00067139 -0.00631714
 -0.01408386]",False,False,True,False,False,False
200302_2204_00-00-18.3--00-00-19.08.wav,P01,frustrated,"[-0.0131073  -0.01490784 -0.01701355 ...  0.00270081  0.0022583
 -0.00045776]",False,False,True,False,False,False
200302_2156_00-06-04.044--00-06-05.248.wav,P01,frustrated,"[-0.01907349 -0.02584839 -0.02467346 ... -0.02203369 -0.0072937
  0.00794983]",False,False,True,False,False,False
200302_2156_00-00-50.83--00-00-51.59.wav,P01,frustrated,[0.03549194 0.03213501 0.02670288 ... 0.01177979 0.01266479 0.01306152],False,False,True,False,False,False
200302_2203_00-00-00.48399--00-00-02.51.wav,P01,frustrated,[0.02285767 0.02377319 0.02409363 ... 0.00021362 0.00267029 0.00325012],False,False,True,False,False,False
200229_2156_00-04-43.06--00-04-44.22.wav,P01,frustrated,[0.01477051 0.01641846 0.01751709 ... 0.02935791 0.02891541 0.0289917 ],False,False,True,False,False,False
200306_2047_00-01-45.4--00-01-48.45.wav,P01,frustrated,"[-1.5258789e-05  2.3040771e-03  4.6386719e-03 ...  6.7489624e-02
  7.3272705e-02  7.8903198e-02]",False,False,True,False,False,False
200229_2156_00-04-45.4--00-04-46.71.wav,P01,frustrated,"[ 0.10531616  0.10331726  0.10113525 ... -0.04315186 -0.04310608
 -0.04286194]",False,False,True,False,False,False
200302_2156_00-03-58.58--00-03-59.56.wav,P01,frustrated,"[ 0.02770996  0.0173645   0.00219727 ... -0.02294922 -0.00956726
  0.00448608]",False,False,True,False,False,False
200229_2156_00-05-43.83--00-05-45.wav,P01,frustrated,"[-0.00204468 -0.00152588 -0.0020752  ...  0.02772522  0.02531433
  0.02296448]",False,False,True,False,False,False
200306_2047_00-02-56.99--00-02-57.67.wav,P01,frustrated,"[-0.00100708 -0.00163269 -0.00144958 ... -0.04147339 -0.04772949
 -0.04429626]",False,False,True,False,False,False
200302_2204_00-00-25.79--00-00-28.04.wav,P01,frustrated,"[-0.0329895  -0.03211975 -0.03019714 ...  0.05482483  0.05603027
  0.05807495]",False,False,True,False,False,False
